sub,sov,cond,trial_amount
21,N2EliwJSs,T1098_2,14
23,N2EliwJSs,T1098_2,11
24,N2EliwJSs,T1098_2,20
25,N2EliwJSs,T1098_2,14
26,N2EliwJSs,T1098_2,0
27,N2EliwJSs,T1098_2,2
28,N2EliwJSs,T1098_2,4
29,N2EliwJSs,T1098_2,2
30,N2EliwJSs,T1098_2,13
31,N2EliwJSs,T1098_2,13
32,N2EliwJSs,T1098_2,4
33,N2EliwJSs,T1098_2,12
34,N2EliwJSs,T1098_2,0
35,N2EliwJSs,T1098_2,0
36,N2EliwJSs,T1098_2,11
37,N2EliwJSs,T1098_2,2
38,N2EliwJSs,T1098_2,11
02,N2EliwJSs,T1428_2,6
03,N2EliwJSs,T1428_2,7
04,N2EliwJSs,T1428_2,7
08,N2EliwJSs,T1428_2,3
09,N2EliwJSs,T1428_2,5
10,N2EliwJSs,T1428_2,6
11,N2EliwJSs,T1428_2,0
13,N2EliwJSs,T1428_2,7
14,N2EliwJSs,T1428_2,0
15,N2EliwJSs,T1428_2,9
16,N2EliwJSs,T1428_2,0
17,N2EliwJSs,T1428_2,10
19,N2EliwJSs,T1428_2,23
20,N2EliwJSs,T1428_2,18
21,N2EliwJSs,T1428_2,13
23,N2EliwJSs,T1428_2,6
24,N2EliwJSs,T1428_2,17
25,N2EliwJSs,T1428_2,17
26,N2EliwJSs,T1428_2,0
27,N2EliwJSs,T1428_2,0
28,N2EliwJSs,T1428_2,8
29,N2EliwJSs,T1428_2,6
30,N2EliwJSs,T1428_2,9
31,N2EliwJSs,T1428_2,14
32,N2EliwJSs,T1428_2,0
33,N2EliwJSs,T1428_2,5
34,N2EliwJSs,T1428_2,0
35,N2EliwJSs,T1428_2,0
36,N2EliwJSs,T1428_2,13
37,N2EliwJSs,T1428_2,5
38,N2EliwJSs,T1428_2,13
02,N2EliwJSs,T1856_2,4
03,N2EliwJSs,T1856_2,2
04,N2EliwJSs,T1856_2,2
08,N2EliwJSs,T1856_2,2
09,N2EliwJSs,T1856_2,7
10,N2EliwJSs,T1856_2,6
11,N2EliwJSs,T1856_2,3
13,N2EliwJSs,T1856_2,7
14,N2EliwJSs,T1856_2,0
15,N2EliwJSs,T1856_2,7
16,N2EliwJSs,T1856_2,2
17,N2EliwJSs,T1856_2,7
19,N2EliwJSs,T1856_2,22
20,N2EliwJSs,T1856_2,11
21,N2EliwJSs,T1856_2,11
23,N2EliwJSs,T1856_2,7
24,N2EliwJSs,T1856_2,18
25,N2EliwJSs,T1856_2,14
26,N2EliwJSs,T1856_2,2
27,N2EliwJSs,T1856_2,2
28,N2EliwJSs,T1856_2,17
29,N2EliwJSs,T1856_2,4
30,N2EliwJSs,T1856_2,11
31,N2EliwJSs,T1856_2,10
32,N2EliwJSs,T1856_2,3
33,N2EliwJSs,T1856_2,15
34,N2EliwJSs,T1856_2,2
35,N2EliwJSs,T1856_2,0
36,N2EliwJSs,T1856_2,12
37,N2EliwJSs,T1856_2,2
38,N2EliwJSs,T1856_2,15
02,N2EliwJSs,T2413_2,0
03,N2EliwJSs,T2413_2,0
04,N2EliwJSs,T2413_2,10
08,N2EliwJSs,T2413_2,3
09,N2EliwJSs,T2413_2,2
10,N2EliwJSs,T2413_2,7
11,N2EliwJSs,T2413_2,0
13,N2EliwJSs,T2413_2,9
14,N2EliwJSs,T2413_2,2
15,N2EliwJSs,T2413_2,8
16,N2EliwJSs,T2413_2,2
17,N2EliwJSs,T2413_2,7
19,N2EliwJSs,T2413_2,17
20,N2EliwJSs,T2413_2,11
21,N2EliwJSs,T2413_2,13
23,N2EliwJSs,T2413_2,7
24,N2EliwJSs,T2413_2,29
25,N2EliwJSs,T2413_2,13
26,N2EliwJSs,T2413_2,0
27,N2EliwJSs,T2413_2,0
28,N2EliwJSs,T2413_2,9
29,N2EliwJSs,T2413_2,2
30,N2EliwJSs,T2413_2,7
31,N2EliwJSs,T2413_2,17
32,N2EliwJSs,T2413_2,4
33,N2EliwJSs,T2413_2,10
34,N2EliwJSs,T2413_2,0
35,N2EliwJSs,T2413_2,0
36,N2EliwJSs,T2413_2,5
37,N2EliwJSs,T2413_2,2
38,N2EliwJSs,T2413_2,7
02,N2EliwJSs,T3137_2,0
03,N2EliwJSs,T3137_2,6
04,N2EliwJSs,T3137_2,6
08,N2EliwJSs,T3137_2,4
09,N2EliwJSs,T3137_2,4
10,N2EliwJSs,T3137_2,7
11,N2EliwJSs,T3137_2,2
13,N2EliwJSs,T3137_2,6
14,N2EliwJSs,T3137_2,2
15,N2EliwJSs,T3137_2,5
16,N2EliwJSs,T3137_2,0
17,N2EliwJSs,T3137_2,6
19,N2EliwJSs,T3137_2,19
20,N2EliwJSs,T3137_2,9
21,N2EliwJSs,T3137_2,3
23,N2EliwJSs,T3137_2,2
24,N2EliwJSs,T3137_2,16
25,N2EliwJSs,T3137_2,16
26,N2EliwJSs,T3137_2,0
27,N2EliwJSs,T3137_2,2
28,N2EliwJSs,T3137_2,2
29,N2EliwJSs,T3137_2,6
30,N2EliwJSs,T3137_2,3
31,N2EliwJSs,T3137_2,11
32,N2EliwJSs,T3137_2,5
33,N2EliwJSs,T3137_2,8
34,N2EliwJSs,T3137_2,0
35,N2EliwJSs,T3137_2,0
36,N2EliwJSs,T3137_2,8
37,N2EliwJSs,T3137_2,4
38,N2EliwJSs,T3137_2,10
02,N2EliwJSs,T4079_2,0
03,N2EliwJSs,T4079_2,9
04,N2EliwJSs,T4079_2,12
08,N2EliwJSs,T4079_2,7
09,N2EliwJSs,T4079_2,9
10,N2EliwJSs,T4079_2,7
11,N2EliwJSs,T4079_2,4
13,N2EliwJSs,T4079_2,3
14,N2EliwJSs,T4079_2,0
15,N2EliwJSs,T4079_2,8
16,N2EliwJSs,T4079_2,0
17,N2EliwJSs,T4079_2,5
19,N2EliwJSs,T4079_2,19
20,N2EliwJSs,T4079_2,10
21,N2EliwJSs,T4079_2,10
23,N2EliwJSs,T4079_2,5
24,N2EliwJSs,T4079_2,21
25,N2EliwJSs,T4079_2,15
26,N2EliwJSs,T4079_2,2
27,N2EliwJSs,T4079_2,0
28,N2EliwJSs,T4079_2,8
29,N2EliwJSs,T4079_2,3
30,N2EliwJSs,T4079_2,9
31,N2EliwJSs,T4079_2,10
32,N2EliwJSs,T4079_2,4
33,N2EliwJSs,T4079_2,9
34,N2EliwJSs,T4079_2,2
35,N2EliwJSs,T4079_2,3
36,N2EliwJSs,T4079_2,5
37,N2EliwJSs,T4079_2,2
38,N2EliwJSs,T4079_2,7
02,N2EliwJSs,T5302_2,5
03,N2EliwJSs,T5302_2,10
04,N2EliwJSs,T5302_2,6
08,N2EliwJSs,T5302_2,4
09,N2EliwJSs,T5302_2,8
10,N2EliwJSs,T5302_2,9
11,N2EliwJSs,T5302_2,2
13,N2EliwJSs,T5302_2,12
14,N2EliwJSs,T5302_2,0
15,N2EliwJSs,T5302_2,12
16,N2EliwJSs,T5302_2,0
17,N2EliwJSs,T5302_2,9
19,N2EliwJSs,T5302_2,14
20,N2EliwJSs,T5302_2,15
21,N2EliwJSs,T5302_2,10
23,N2EliwJSs,T5302_2,7
24,N2EliwJSs,T5302_2,16
25,N2EliwJSs,T5302_2,15
26,N2EliwJSs,T5302_2,0
27,N2EliwJSs,T5302_2,0
28,N2EliwJSs,T5302_2,13
29,N2EliwJSs,T5302_2,5
30,N2EliwJSs,T5302_2,17
31,N2EliwJSs,T5302_2,10
32,N2EliwJSs,T5302_2,4
33,N2EliwJSs,T5302_2,20
34,N2EliwJSs,T5302_2,4
35,N2EliwJSs,T5302_2,0
36,N2EliwJSs,T5302_2,11
37,N2EliwJSs,T5302_2,5
38,N2EliwJSs,T5302_2,12
02,N2EliwJSs,T650_3,7
03,N2EliwJSs,T650_3,7
04,N2EliwJSs,T650_3,7
08,N2EliwJSs,T650_3,2
09,N2EliwJSs,T650_3,4
10,N2EliwJSs,T650_3,20
11,N2EliwJSs,T650_3,7
13,N2EliwJSs,T650_3,16
14,N2EliwJSs,T650_3,0
15,N2EliwJSs,T650_3,9
16,N2EliwJSs,T650_3,0
17,N2EliwJSs,T650_3,9
19,N2EliwJSs,T650_3,33
20,N2EliwJSs,T650_3,16
21,N2EliwJSs,T650_3,17
23,N2EliwJSs,T650_3,7
24,N2EliwJSs,T650_3,19
25,N2EliwJSs,T650_3,8
26,N2EliwJSs,T650_3,0
27,N2EliwJSs,T650_3,2
28,N2EliwJSs,T650_3,19
29,N2EliwJSs,T650_3,7
30,N2EliwJSs,T650_3,20
31,N2EliwJSs,T650_3,16
32,N2EliwJSs,T650_3,4
33,N2EliwJSs,T650_3,18
34,N2EliwJSs,T650_3,0
35,N2EliwJSs,T650_3,4
36,N2EliwJSs,T650_3,12
37,N2EliwJSs,T650_3,6
38,N2EliwJSs,T650_3,20
02,N2EliwJSs,T845_3,11
03,N2EliwJSs,T845_3,13
04,N2EliwJSs,T845_3,15
08,N2EliwJSs,T845_3,5
09,N2EliwJSs,T845_3,2
10,N2EliwJSs,T845_3,11
11,N2EliwJSs,T845_3,4
13,N2EliwJSs,T845_3,12
14,N2EliwJSs,T845_3,0
15,N2EliwJSs,T845_3,9
16,N2EliwJSs,T845_3,2
17,N2EliwJSs,T845_3,8
19,N2EliwJSs,T845_3,21
20,N2EliwJSs,T845_3,19
21,N2EliwJSs,T845_3,16
23,N2EliwJSs,T845_3,8
24,N2EliwJSs,T845_3,20
25,N2EliwJSs,T845_3,23
26,N2EliwJSs,T845_3,0
27,N2EliwJSs,T845_3,4
28,N2EliwJSs,T845_3,16
29,N2EliwJSs,T845_3,8
30,N2EliwJSs,T845_3,13
31,N2EliwJSs,T845_3,10
32,N2EliwJSs,T845_3,3
33,N2EliwJSs,T845_3,14
34,N2EliwJSs,T845_3,0
35,N2EliwJSs,T845_3,6
36,N2EliwJSs,T845_3,7
37,N2EliwJSs,T845_3,4
38,N2EliwJSs,T845_3,12
02,N2EliwJSs,T1098_3,5
03,N2EliwJSs,T1098_3,9
04,N2EliwJSs,T1098_3,11
08,N2EliwJSs,T1098_3,4
09,N2EliwJSs,T1098_3,5
10,N2EliwJSs,T1098_3,5
11,N2EliwJSs,T1098_3,2
13,N2EliwJSs,T1098_3,14
14,N2EliwJSs,T1098_3,0
15,N2EliwJSs,T1098_3,10
16,N2EliwJSs,T1098_3,0
17,N2EliwJSs,T1098_3,10
19,N2EliwJSs,T1098_3,26
20,N2EliwJSs,T1098_3,12
21,N2EliwJSs,T1098_3,14
23,N2EliwJSs,T1098_3,4
24,N2EliwJSs,T1098_3,18
25,N2EliwJSs,T1098_3,14
26,N2EliwJSs,T1098_3,2
27,N2EliwJSs,T1098_3,6
28,N2EliwJSs,T1098_3,8
29,N2EliwJSs,T1098_3,8
30,N2EliwJSs,T1098_3,18
31,N2EliwJSs,T1098_3,19
32,N2EliwJSs,T1098_3,4
33,N2EliwJSs,T1098_3,14
34,N2EliwJSs,T1098_3,0
35,N2EliwJSs,T1098_3,0
36,N2EliwJSs,T1098_3,7
37,N2EliwJSs,T1098_3,6
38,N2EliwJSs,T1098_3,3
02,N2EliwJSs,T1428_3,6
03,N2EliwJSs,T1428_3,8
04,N2EliwJSs,T1428_3,5
08,N2EliwJSs,T1428_3,0
09,N2EliwJSs,T1428_3,7
10,N2EliwJSs,T1428_3,8
11,N2EliwJSs,T1428_3,2
13,N2EliwJSs,T1428_3,9
14,N2EliwJSs,T1428_3,2
15,N2EliwJSs,T1428_3,7
16,N2EliwJSs,T1428_3,0
17,N2EliwJSs,T1428_3,8
19,N2EliwJSs,T1428_3,26
20,N2EliwJSs,T1428_3,12
21,N2EliwJSs,T1428_3,9
23,N2EliwJSs,T1428_3,6
24,N2EliwJSs,T1428_3,16
25,N2EliwJSs,T1428_3,10
26,N2EliwJSs,T1428_3,0
27,N2EliwJSs,T1428_3,0
28,N2EliwJSs,T1428_3,12
29,N2EliwJSs,T1428_3,6
30,N2EliwJSs,T1428_3,19
31,N2EliwJSs,T1428_3,11
32,N2EliwJSs,T1428_3,0
33,N2EliwJSs,T1428_3,5
34,N2EliwJSs,T1428_3,0
35,N2EliwJSs,T1428_3,3
36,N2EliwJSs,T1428_3,5
37,N2EliwJSs,T1428_3,0
38,N2EliwJSs,T1428_3,8
02,N2EliwJSs,T1856_3,4
03,N2EliwJSs,T1856_3,9
04,N2EliwJSs,T1856_3,2
08,N2EliwJSs,T1856_3,5
09,N2EliwJSs,T1856_3,6
10,N2EliwJSs,T1856_3,8
11,N2EliwJSs,T1856_3,3
13,N2EliwJSs,T1856_3,4
14,N2EliwJSs,T1856_3,2
15,N2EliwJSs,T1856_3,8
16,N2EliwJSs,T1856_3,0
17,N2EliwJSs,T1856_3,10
19,N2EliwJSs,T1856_3,20
20,N2EliwJSs,T1856_3,9
21,N2EliwJSs,T1856_3,13
23,N2EliwJSs,T1856_3,4
24,N2EliwJSs,T1856_3,25
25,N2EliwJSs,T1856_3,13
26,N2EliwJSs,T1856_3,2
27,N2EliwJSs,T1856_3,0
28,N2EliwJSs,T1856_3,9
29,N2EliwJSs,T1856_3,4
30,N2EliwJSs,T1856_3,9
31,N2EliwJSs,T1856_3,11
32,N2EliwJSs,T1856_3,0
33,N2EliwJSs,T1856_3,13
34,N2EliwJSs,T1856_3,0
35,N2EliwJSs,T1856_3,0
36,N2EliwJSs,T1856_3,5
37,N2EliwJSs,T1856_3,0
38,N2EliwJSs,T1856_3,10
02,N2EliwJSs,T2413_3,9
03,N2EliwJSs,T2413_3,4
04,N2EliwJSs,T2413_3,6
08,N2EliwJSs,T2413_3,0
09,N2EliwJSs,T2413_3,3
10,N2EliwJSs,T2413_3,10
11,N2EliwJSs,T2413_3,0
13,N2EliwJSs,T2413_3,10
14,N2EliwJSs,T2413_3,0
15,N2EliwJSs,T2413_3,10
16,N2EliwJSs,T2413_3,0
17,N2EliwJSs,T2413_3,13
19,N2EliwJSs,T2413_3,19
20,N2EliwJSs,T2413_3,12
21,N2EliwJSs,T2413_3,19
23,N2EliwJSs,T2413_3,2
24,N2EliwJSs,T2413_3,18
25,N2EliwJSs,T2413_3,8
26,N2EliwJSs,T2413_3,0
27,N2EliwJSs,T2413_3,0
28,N2EliwJSs,T2413_3,7
29,N2EliwJSs,T2413_3,0
30,N2EliwJSs,T2413_3,11
31,N2EliwJSs,T2413_3,13
32,N2EliwJSs,T2413_3,4
33,N2EliwJSs,T2413_3,10
34,N2EliwJSs,T2413_3,0
35,N2EliwJSs,T2413_3,0
36,N2EliwJSs,T2413_3,5
37,N2EliwJSs,T2413_3,2
38,N2EliwJSs,T2413_3,8
02,N2EliwJSs,T3137_3,3
03,N2EliwJSs,T3137_3,6
04,N2EliwJSs,T3137_3,4
08,N2EliwJSs,T3137_3,2
09,N2EliwJSs,T3137_3,8
10,N2EliwJSs,T3137_3,7
11,N2EliwJSs,T3137_3,2
13,N2EliwJSs,T3137_3,5
14,N2EliwJSs,T3137_3,0
15,N2EliwJSs,T3137_3,5
16,N2EliwJSs,T3137_3,0
17,N2EliwJSs,T3137_3,6
19,N2EliwJSs,T3137_3,15
20,N2EliwJSs,T3137_3,9
21,N2EliwJSs,T3137_3,7
23,N2EliwJSs,T3137_3,0
24,N2EliwJSs,T3137_3,16
25,N2EliwJSs,T3137_3,20
26,N2EliwJSs,T3137_3,0
27,N2EliwJSs,T3137_3,0
28,N2EliwJSs,T3137_3,11
29,N2EliwJSs,T3137_3,2
30,N2EliwJSs,T3137_3,2
31,N2EliwJSs,T3137_3,5
32,N2EliwJSs,T3137_3,2
33,N2EliwJSs,T3137_3,7
34,N2EliwJSs,T3137_3,0
35,N2EliwJSs,T3137_3,0
36,N2EliwJSs,T3137_3,3
37,N2EliwJSs,T3137_3,0
38,N2EliwJSs,T3137_3,6
02,N2EliwJSs,T4079_3,3
03,N2EliwJSs,T4079_3,10
04,N2EliwJSs,T4079_3,8
08,N2EliwJSs,T4079_3,4
09,N2EliwJSs,T4079_3,5
10,N2EliwJSs,T4079_3,12
11,N2EliwJSs,T4079_3,5
13,N2EliwJSs,T4079_3,11
14,N2EliwJSs,T4079_3,0
15,N2EliwJSs,T4079_3,4
16,N2EliwJSs,T4079_3,2
17,N2EliwJSs,T4079_3,0
19,N2EliwJSs,T4079_3,19
20,N2EliwJSs,T4079_3,10
21,N2EliwJSs,T4079_3,12
23,N2EliwJSs,T4079_3,9
24,N2EliwJSs,T4079_3,22
25,N2EliwJSs,T4079_3,11
26,N2EliwJSs,T4079_3,0
27,N2EliwJSs,T4079_3,0
28,N2EliwJSs,T4079_3,14
29,N2EliwJSs,T4079_3,2
30,N2EliwJSs,T4079_3,6
31,N2EliwJSs,T4079_3,13
32,N2EliwJSs,T4079_3,4
33,N2EliwJSs,T4079_3,13
34,N2EliwJSs,T4079_3,0
35,N2EliwJSs,T4079_3,0
36,N2EliwJSs,T4079_3,2
37,N2EliwJSs,T4079_3,4
38,N2EliwJSs,T4079_3,12
02,N2EliwJSs,T5302_3,5
03,N2EliwJSs,T5302_3,11
04,N2EliwJSs,T5302_3,10
08,N2EliwJSs,T5302_3,7
09,N2EliwJSs,T5302_3,6
10,N2EliwJSs,T5302_3,12
11,N2EliwJSs,T5302_3,0
13,N2EliwJSs,T5302_3,13
14,N2EliwJSs,T5302_3,0
15,N2EliwJSs,T5302_3,12
16,N2EliwJSs,T5302_3,0
17,N2EliwJSs,T5302_3,9
19,N2EliwJSs,T5302_3,24
20,N2EliwJSs,T5302_3,14
21,N2EliwJSs,T5302_3,10
23,N2EliwJSs,T5302_3,5
24,N2EliwJSs,T5302_3,20
25,N2EliwJSs,T5302_3,16
26,N2EliwJSs,T5302_3,2
27,N2EliwJSs,T5302_3,4
28,N2EliwJSs,T5302_3,16
29,N2EliwJSs,T5302_3,6
30,N2EliwJSs,T5302_3,10
31,N2EliwJSs,T5302_3,10
32,N2EliwJSs,T5302_3,0
33,N2EliwJSs,T5302_3,15
34,N2EliwJSs,T5302_3,2
35,N2EliwJSs,T5302_3,2
36,N2EliwJSs,T5302_3,6
37,N2EliwJSs,T5302_3,8
38,N2EliwJSs,T5302_3,7
02,N2EliwJSs,T650_4,11
03,N2EliwJSs,T650_4,15
04,N2EliwJSs,T650_4,14
08,N2EliwJSs,T650_4,3
09,N2EliwJSs,T650_4,6
10,N2EliwJSs,T650_4,10
11,N2EliwJSs,T650_4,10
13,N2EliwJSs,T650_4,13
14,N2EliwJSs,T650_4,0
15,N2EliwJSs,T650_4,14
16,N2EliwJSs,T650_4,2
17,N2EliwJSs,T650_4,10
19,N2EliwJSs,T650_4,26
20,N2EliwJSs,T650_4,16
21,N2EliwJSs,T650_4,13
23,N2EliwJSs,T650_4,9
24,N2EliwJSs,T650_4,17
25,N2EliwJSs,T650_4,14
26,N2EliwJSs,T650_4,0
27,N2EliwJSs,T650_4,0
28,N2EliwJSs,T650_4,24
29,N2EliwJSs,T650_4,12
30,N2EliwJSs,T650_4,15
31,N2EliwJSs,T650_4,9
32,N2EliwJSs,T650_4,6
33,N2EliwJSs,T650_4,20
34,N2EliwJSs,T650_4,0
35,N2EliwJSs,T650_4,2
36,N2EliwJSs,T650_4,9
37,N2EliwJSs,T650_4,7
38,N2EliwJSs,T650_4,17
02,N2EliwJSs,T845_4,8
03,N2EliwJSs,T845_4,9
04,N2EliwJSs,T845_4,6
08,N2EliwJSs,T845_4,10
09,N2EliwJSs,T845_4,14
10,N2EliwJSs,T845_4,14
11,N2EliwJSs,T845_4,0
13,N2EliwJSs,T845_4,14
14,N2EliwJSs,T845_4,0
15,N2EliwJSs,T845_4,12
16,N2EliwJSs,T845_4,0
17,N2EliwJSs,T845_4,3
19,N2EliwJSs,T845_4,25
20,N2EliwJSs,T845_4,21
21,N2EliwJSs,T845_4,17
23,N2EliwJSs,T845_4,6
24,N2EliwJSs,T845_4,25
25,N2EliwJSs,T845_4,15
26,N2EliwJSs,T845_4,0
27,N2EliwJSs,T845_4,7
28,N2EliwJSs,T845_4,11
29,N2EliwJSs,T845_4,7
30,N2EliwJSs,T845_4,12
31,N2EliwJSs,T845_4,22
32,N2EliwJSs,T845_4,6
33,N2EliwJSs,T845_4,13
34,N2EliwJSs,T845_4,0
35,N2EliwJSs,T845_4,2
36,N2EliwJSs,T845_4,9
37,N2EliwJSs,T845_4,3
38,N2EliwJSs,T845_4,15
02,N2EliwJSs,T1098_4,6
03,N2EliwJSs,T1098_4,19
04,N2EliwJSs,T1098_4,11
08,N2EliwJSs,T1098_4,7
09,N2EliwJSs,T1098_4,3
10,N2EliwJSs,T1098_4,12
11,N2EliwJSs,T1098_4,4
13,N2EliwJSs,T1098_4,11
14,N2EliwJSs,T1098_4,0
15,N2EliwJSs,T1098_4,9
16,N2EliwJSs,T1098_4,4
17,N2EliwJSs,T1098_4,8
19,N2EliwJSs,T1098_4,24
20,N2EliwJSs,T1098_4,16
21,N2EliwJSs,T1098_4,14
23,N2EliwJSs,T1098_4,11
24,N2EliwJSs,T1098_4,23
25,N2EliwJSs,T1098_4,20
26,N2EliwJSs,T1098_4,0
27,N2EliwJSs,T1098_4,4
28,N2EliwJSs,T1098_4,21
29,N2EliwJSs,T1098_4,6
30,N2EliwJSs,T1098_4,15
31,N2EliwJSs,T1098_4,15
32,N2EliwJSs,T1098_4,6
33,N2EliwJSs,T1098_4,9
34,N2EliwJSs,T1098_4,2
35,N2EliwJSs,T1098_4,2
36,N2EliwJSs,T1098_4,10
37,N2EliwJSs,T1098_4,5
38,N2EliwJSs,T1098_4,5
02,N2EliwJSs,T1428_4,2
03,N2EliwJSs,T1428_4,12
04,N2EliwJSs,T1428_4,9
08,N2EliwJSs,T1428_4,0
09,N2EliwJSs,T1428_4,8
10,N2EliwJSs,T1428_4,9
11,N2EliwJSs,T1428_4,2
13,N2EliwJSs,T1428_4,14
14,N2EliwJSs,T1428_4,2
15,N2EliwJSs,T1428_4,12
16,N2EliwJSs,T1428_4,2
17,N2EliwJSs,T1428_4,11
19,N2EliwJSs,T1428_4,27
20,N2EliwJSs,T1428_4,10
21,N2EliwJSs,T1428_4,18
23,N2EliwJSs,T1428_4,13
24,N2EliwJSs,T1428_4,10
25,N2EliwJSs,T1428_4,17
26,N2EliwJSs,T1428_4,2
27,N2EliwJSs,T1428_4,0
28,N2EliwJSs,T1428_4,11
29,N2EliwJSs,T1428_4,9
30,N2EliwJSs,T1428_4,15
31,N2EliwJSs,T1428_4,17
32,N2EliwJSs,T1428_4,0
33,N2EliwJSs,T1428_4,10
34,N2EliwJSs,T1428_4,0
35,N2EliwJSs,T1428_4,2
36,N2EliwJSs,T1428_4,10
37,N2EliwJSs,T1428_4,4
38,N2EliwJSs,T1428_4,14
02,N2EliwJSs,T1856_4,6
03,N2EliwJSs,T1856_4,11
04,N2EliwJSs,T1856_4,11
08,N2EliwJSs,T1856_4,6
09,N2EliwJSs,T1856_4,10
10,N2EliwJSs,T1856_4,8
11,N2EliwJSs,T1856_4,0
13,N2EliwJSs,T1856_4,10
14,N2EliwJSs,T1856_4,0
15,N2EliwJSs,T1856_4,12
16,N2EliwJSs,T1856_4,0
17,N2EliwJSs,T1856_4,10
19,N2EliwJSs,T1856_4,20
20,N2EliwJSs,T1856_4,17
21,N2EliwJSs,T1856_4,11
23,N2EliwJSs,T1856_4,5
24,N2EliwJSs,T1856_4,19
25,N2EliwJSs,T1856_4,12
26,N2EliwJSs,T1856_4,0
27,N2EliwJSs,T1856_4,3
28,N2EliwJSs,T1856_4,18
29,N2EliwJSs,T1856_4,3
30,N2EliwJSs,T1856_4,11
31,N2EliwJSs,T1856_4,8
32,N2EliwJSs,T1856_4,0
33,N2EliwJSs,T1856_4,12
34,N2EliwJSs,T1856_4,0
35,N2EliwJSs,T1856_4,0
36,N2EliwJSs,T1856_4,9
37,N2EliwJSs,T1856_4,5
38,N2EliwJSs,T1856_4,14
02,N2EliwJSs,T2413_4,3
03,N2EliwJSs,T2413_4,9
04,N2EliwJSs,T2413_4,10
08,N2EliwJSs,T2413_4,4
09,N2EliwJSs,T2413_4,5
10,N2EliwJSs,T2413_4,14
11,N2EliwJSs,T2413_4,2
13,N2EliwJSs,T2413_4,8
14,N2EliwJSs,T2413_4,0
15,N2EliwJSs,T2413_4,12
16,N2EliwJSs,T2413_4,0
17,N2EliwJSs,T2413_4,8
19,N2EliwJSs,T2413_4,29
20,N2EliwJSs,T2413_4,14
21,N2EliwJSs,T2413_4,23
23,N2EliwJSs,T2413_4,2
24,N2EliwJSs,T2413_4,15
25,N2EliwJSs,T2413_4,19
26,N2EliwJSs,T2413_4,2
27,N2EliwJSs,T2413_4,2
28,N2EliwJSs,T2413_4,18
29,N2EliwJSs,T2413_4,2
30,N2EliwJSs,T2413_4,11
31,N2EliwJSs,T2413_4,13
32,N2EliwJSs,T2413_4,2
33,N2EliwJSs,T2413_4,8
34,N2EliwJSs,T2413_4,0
35,N2EliwJSs,T2413_4,0
36,N2EliwJSs,T2413_4,5
37,N2EliwJSs,T2413_4,5
38,N2EliwJSs,T2413_4,2
02,N2EliwJSs,T3137_4,8
03,N2EliwJSs,T3137_4,12
04,N2EliwJSs,T3137_4,8
08,N2EliwJSs,T3137_4,7
09,N2EliwJSs,T3137_4,0
10,N2EliwJSs,T3137_4,18
11,N2EliwJSs,T3137_4,2
13,N2EliwJSs,T3137_4,5
14,N2EliwJSs,T3137_4,0
15,N2EliwJSs,T3137_4,6
16,N2EliwJSs,T3137_4,0
17,N2EliwJSs,T3137_4,10
19,N2EliwJSs,T3137_4,22
20,N2EliwJSs,T3137_4,7
21,N2EliwJSs,T3137_4,10
23,N2EliwJSs,T3137_4,5
24,N2EliwJSs,T3137_4,16
25,N2EliwJSs,T3137_4,12
26,N2EliwJSs,T3137_4,0
27,N2EliwJSs,T3137_4,0
28,N2EliwJSs,T3137_4,6
29,N2EliwJSs,T3137_4,7
30,N2EliwJSs,T3137_4,0
31,N2EliwJSs,T3137_4,11
32,N2EliwJSs,T3137_4,0
33,N2EliwJSs,T3137_4,6
34,N2EliwJSs,T3137_4,0
35,N2EliwJSs,T3137_4,5
36,N2EliwJSs,T3137_4,3
37,N2EliwJSs,T3137_4,6
38,N2EliwJSs,T3137_4,7
02,N2EliwJSs,T4079_4,4
03,N2EliwJSs,T4079_4,4
04,N2EliwJSs,T4079_4,5
08,N2EliwJSs,T4079_4,5
09,N2EliwJSs,T4079_4,3
10,N2EliwJSs,T4079_4,9
11,N2EliwJSs,T4079_4,3
13,N2EliwJSs,T4079_4,8
14,N2EliwJSs,T4079_4,2
15,N2EliwJSs,T4079_4,12
16,N2EliwJSs,T4079_4,0
17,N2EliwJSs,T4079_4,10
19,N2EliwJSs,T4079_4,18
20,N2EliwJSs,T4079_4,12
21,N2EliwJSs,T4079_4,12
23,N2EliwJSs,T4079_4,8
24,N2EliwJSs,T4079_4,13
25,N2EliwJSs,T4079_4,19
26,N2EliwJSs,T4079_4,0
27,N2EliwJSs,T4079_4,0
28,N2EliwJSs,T4079_4,19
29,N2EliwJSs,T4079_4,10
30,N2EliwJSs,T4079_4,9
31,N2EliwJSs,T4079_4,10
32,N2EliwJSs,T4079_4,2
33,N2EliwJSs,T4079_4,12
34,N2EliwJSs,T4079_4,0
35,N2EliwJSs,T4079_4,0
36,N2EliwJSs,T4079_4,0
37,N2EliwJSs,T4079_4,6
38,N2EliwJSs,T4079_4,8
02,N2EliwJSs,T5302_4,2
03,N2EliwJSs,T5302_4,10
04,N2EliwJSs,T5302_4,11
08,N2EliwJSs,T5302_4,8
09,N2EliwJSs,T5302_4,11
10,N2EliwJSs,T5302_4,11
11,N2EliwJSs,T5302_4,2
13,N2EliwJSs,T5302_4,14
14,N2EliwJSs,T5302_4,0
15,N2EliwJSs,T5302_4,16
16,N2EliwJSs,T5302_4,0
17,N2EliwJSs,T5302_4,2
